number,Locality,Latin_Binomial,genus,Family,Trunk.diameter..cm.,Total.height..m.,Dry.weight.branch..kg.,Dry.weight.trunk..kg.,Dry.weight.leaf..kg.,Dry.total.AGB..kg.,Wood.specific.gravity,wsg.taxolevel,wsg.comment,f,taxolevel,,
196,BraMan1,NA,NA,NA,6.3,11.7,9.90,14.10,NA,24.00,,,removed.wsg.values,,NA,,
197,BraMan1,NA,NA,NA,6.4,10.8,10.90,10.20,NA,21.10,,,removed.wsg.values,,NA,,
198,BraMan1,NA,NA,NA,6.4,16.0,5.20,10.80,NA,16.00,,,removed.wsg.values,,NA,,
199,BraMan1,NA,NA,NA,6.5,6.0,3.60,4.50,NA,8.10,,,removed.wsg.values,,NA,,
200,BraMan1,NA,NA,NA,6.5,11.0,4.80,7.80,NA,12.60,,,removed.wsg.values,,NA,,
201,BraMan1,NA,NA,NA,6.5,9.5,6.00,11.10,NA,17.10,,,removed.wsg.values,,NA,,
202,BraMan1,NA,NA,NA,6.5,12.2,4.20,12.30,NA,16.50,,,removed.wsg.values,,NA,,
203,BraMan1,NA,NA,NA,6.5,8.4,0.40,12.90,NA,13.30,,,removed.wsg.values,,NA,,
204,BraMan1,NA,NA,NA,6.7,14.0,0.60,13.80,NA,14.40,,,removed.wsg.values,,NA,,
205,BraMan1,NA,NA,NA,6.7,11.5,6.80,14.10,NA,20.90,,,removed.wsg.values,,NA,,
206,BraMan1,NA,NA,NA,6.7,11.7,5.10,15.30,NA,20.40,,,removed.wsg.values,,NA,,
207,BraMan1,NA,NA,NA,6.7,11.8,7.10,15.60,NA,22.70,,,removed.wsg.values,,NA,,
208,BraMan1,NA,NA,NA,6.7,14.4,5.10,26.00,NA,31.10,,,removed.wsg.values,,NA,,
209,BraMan1,NA,NA,NA,6.8,8.2,10.40,8.50,NA,18.90,,,removed.wsg.values,,NA,,
210,BraMan1,NA,NA,NA,6.8,10.1,3.60,9.00,NA,12.60,,,removed.wsg.values,,NA,,
211,BraMan1,NA,NA,NA,6.8,12.9,6.00,9.30,NA,15.30,,,removed.wsg.values,,NA,,
212,BraMan1,NA,NA,NA,6.8,8.7,4.80,12.60,NA,17.40,,,removed.wsg.values,,NA,,
213,BraMan1,NA,NA,NA,6.9,11.8,2.20,9.00,NA,11.20,,,removed.wsg.values,,NA,,
214,BraMan1,NA,NA,NA,6.9,14.1,3.10,17.50,NA,20.60,,,removed.wsg.values,,NA,,
215,BraMan1,NA,NA,NA,7,8.4,3.60,8.40,NA,12.00,,,removed.wsg.values,,NA,,
216,BraMan1,NA,NA,NA,7,6.8,1.00,9.00,NA,10.00,,,removed.wsg.values,,NA,,
217,BraMan1,NA,NA,NA,7.2,12.2,6.60,17.40,NA,24.00,,,removed.wsg.values,,NA,,
218,BraMan1,NA,NA,NA,7.2,14.0,3.10,19.20,NA,22.30,,,removed.wsg.values,,NA,,
219,BraMan1,NA,NA,NA,7.3,11.0,6.60,12.90,NA,19.50,,,removed.wsg.values,,NA,,
220,BraMan1,NA,NA,NA,7.3,11.9,14.40,13.20,NA,27.60,,,removed.wsg.values,,NA,,
221,BraMan1,NA,NA,NA,7.3,11.0,3.80,16.60,NA,20.30,,,removed.wsg.values,,NA,,
222,BraMan1,NA,NA,NA,7.3,13.8,14.60,18.60,NA,33.20,,,removed.wsg.values,,NA,,
223,BraMan1,NA,NA,NA,7.4,18.1,3.30,18.40,NA,21.70,,,removed.wsg.values,,NA,,
224,BraMan1,NA,NA,NA,7.5,7.6,3.20,5.00,NA,8.20,,,removed.wsg.values,,NA,,
225,BraMan1,NA,NA,NA,7.5,8.9,6.00,6.60,NA,12.60,,,removed.wsg.values,,NA,,
226,BraMan1,NA,NA,NA,7.5,9.7,8.70,8.10,NA,16.80,,,removed.wsg.values,,NA,,
227,BraMan1,NA,NA,NA,7.5,10.5,3.40,15.30,NA,18.70,,,removed.wsg.values,,NA,,
228,BraMan1,NA,NA,NA,7.6,8.4,4.90,8.40,NA,13.30,,,removed.wsg.values,,NA,,
229,BraMan1,NA,NA,NA,7.6,11.5,10.40,10.40,NA,20.80,,,removed.wsg.values,,NA,,
230,BraMan1,NA,NA,NA,7.6,9.6,1.80,11.20,NA,13.00,,,removed.wsg.values,,NA,,
231,BraMan1,NA,NA,NA,7.6,10.8,12.10,16.50,NA,28.60,,,removed.wsg.values,,NA,,
232,BraMan1,NA,NA,NA,7.6,11.3,6.60,19.10,NA,25.70,,,removed.wsg.values,,NA,,
233,BraMan1,NA,NA,NA,7.6,12.8,6.20,21.60,NA,27.80,,,removed.wsg.values,,NA,,
234,BraMan1,NA,NA,NA,7.7,11.0,7.20,12.90,NA,20.10,,,removed.wsg.values,,NA,,
235,BraMan1,NA,NA,NA,7.8,9.7,18.30,7.80,NA,26.10,,,removed.wsg.values,,NA,,
236,BraMan1,NA,NA,NA,7.8,12.9,5.30,18.90,NA,24.20,,,removed.wsg.values,,NA,,
237,BraMan1,NA,NA,NA,7.8,13.0,6.90,19.70,NA,26.60,,,removed.wsg.values,,NA,,
238,BraMan1,NA,NA,NA,7.8,12.5,10.20,22.50,NA,32.70,,,removed.wsg.values,,NA,,
239,BraMan1,NA,NA,NA,7.9,11.6,9.50,15.00,NA,24.50,,,removed.wsg.values,,NA,,
240,BraMan1,NA,NA,NA,7.9,13.7,4.90,27.80,NA,32.70,,,removed.wsg.values,,NA,,
241,BraMan1,NA,NA,NA,8,11.0,13.80,12.70,NA,26.50,,,removed.wsg.values,,NA,,
242,BraMan1,NA,NA,NA,8,11.4,8.50,13.80,NA,22.30,,,removed.wsg.values,,NA,,
243,BraMan1,NA,NA,NA,8,9.5,3.80,14.80,NA,18.50,,,removed.wsg.values,,NA,,
244,BraMan1,NA,NA,NA,8,17.4,9.10,22.20,NA,31.30,,,removed.wsg.values,,NA,,
245,BraMan1,NA,NA,NA,8,12.9,18.00,27.60,NA,45.60,,,removed.wsg.values,,NA,,
246,BraMan1,NA,NA,NA,8,16.6,6.00,30.60,NA,36.60,,,removed.wsg.values,,NA,,
247,BraMan1,NA,NA,NA,8.1,13.0,9.10,23.30,NA,32.40,,,removed.wsg.values,,NA,,
248,BraMan1,NA,NA,NA,8.2,8.8,10.30,9.10,NA,19.40,,,removed.wsg.values,,NA,,
249,BraMan1,NA,NA,NA,8.2,7.7,6.00,11.40,NA,17.40,,,removed.wsg.values,,NA,,
250,BraMan1,NA,NA,NA,8.2,11.9,2.70,24.40,NA,27.10,,,removed.wsg.values,,NA,,
251,BraMan1,NA,NA,NA,8.2,14.6,20.90,26.00,NA,46.90,,,removed.wsg.values,,NA,,
252,BraMan1,NA,NA,NA,8.4,11.5,7.50,16.90,NA,24.40,,,removed.wsg.values,,NA,,
253,BraMan1,NA,NA,NA,8.5,9.8,3.90,13.40,NA,17.30,,,removed.wsg.values,,NA,,
254,BraMan1,NA,NA,NA,8.5,12.2,10.20,18.60,NA,28.80,,,removed.wsg.values,,NA,,
255,BraMan1,NA,NA,NA,8.5,15.0,15.00,19.30,NA,34.30,,,removed.wsg.values,,NA,,
256,BraMan1,NA,NA,NA,8.5,13.0,8.50,20.60,NA,29.00,,,removed.wsg.values,,NA,,
257,BraMan1,NA,NA,NA,8.5,17.6,12.60,34.30,NA,46.90,,,removed.wsg.values,,NA,,
258,BraMan1,NA,NA,NA,8.6,13.1,7.20,15.00,NA,22.20,,,removed.wsg.values,,NA,,
259,BraMan1,NA,NA,NA,8.6,15.0,14.40,21.60,NA,36.00,,,removed.wsg.values,,NA,,
260,BraMan1,NA,NA,NA,8.7,11.5,8.60,17.70,NA,26.30,,,removed.wsg.values,,NA,,
261,BraMan1,NA,NA,NA,8.7,12.1,9.00,22.00,NA,31.00,,,removed.wsg.values,,NA,,
262,BraMan1,NA,NA,NA,8.7,14.5,7.70,27.20,NA,35.00,,,removed.wsg.values,,NA,,
263,BraMan1,NA,NA,NA,8.8,11.5,9.30,17.30,NA,26.60,,,removed.wsg.values,,NA,,
264,BraMan1,NA,NA,NA,8.8,10.4,12.00,19.30,NA,31.30,,,removed.wsg.values,,NA,,
265,BraMan1,NA,NA,NA,8.8,15.5,8.40,30.00,NA,38.40,,,removed.wsg.values,,NA,,
266,BraMan1,NA,NA,NA,8.8,24.6,17.90,95.70,NA,113.60,,,removed.wsg.values,,NA,,
267,BraMan1,NA,NA,NA,8.9,17.1,8.50,36.60,NA,45.10,,,removed.wsg.values,,NA,,
268,BraMan1,NA,NA,NA,9,10.4,12.10,18.60,NA,30.70,,,removed.wsg.values,,NA,,
269,BraMan1,NA,NA,NA,9,14.1,4.50,21.90,NA,26.40,,,removed.wsg.values,,NA,,
270,BraMan1,NA,NA,NA,9,11.1,9.60,25.50,NA,35.10,,,removed.wsg.values,,NA,,
271,BraMan1,NA,NA,NA,9,14.5,3.30,26.20,NA,29.50,,,removed.wsg.values,,NA,,
272,BraMan1,NA,NA,NA,9,13.7,1.20,29.70,NA,30.90,,,removed.wsg.values,,NA,,
273,BraMan1,NA,NA,NA,9.1,11.1,3.00,25.00,NA,28.00,,,removed.wsg.values,,NA,,
274,BraMan1,NA,NA,NA,9.4,8.5,2.80,12.00,NA,14.80,,,removed.wsg.values,,NA,,
275,BraMan1,NA,NA,NA,9.4,18.7,22.60,25.50,NA,48.10,,,removed.wsg.values,,NA,,
276,BraMan1,NA,NA,NA,9.4,17.7,21.60,27.00,NA,48.60,,,removed.wsg.values,,NA,,
277,BraMan1,NA,NA,NA,9.5,14.2,14.30,25.50,NA,39.80,,,removed.wsg.values,,NA,,
278,BraMan1,NA,NA,NA,9.5,11.4,9.10,29.20,NA,38.30,,,removed.wsg.values,,NA,,
279,BraMan1,NA,NA,NA,9.5,12.3,2.70,32.60,NA,35.30,,,removed.wsg.values,,NA,,
280,BraMan1,NA,NA,NA,9.5,15.0,22.30,37.30,NA,59.60,,,removed.wsg.values,,NA,,
281,BraMan1,NA,NA,NA,9.5,14.0,21.00,38.50,NA,59.50,,,removed.wsg.values,,NA,,
282,BraMan1,NA,NA,NA,9.5,16.0,6.60,46.70,NA,53.30,,,removed.wsg.values,,NA,,
283,BraMan1,NA,NA,NA,9.6,17.3,21.40,36.60,NA,58.00,,,removed.wsg.values,,NA,,
284,BraMan1,NA,NA,NA,9.7,11.0,12.70,14.50,NA,27.20,,,removed.wsg.values,,NA,,
285,BraMan1,NA,NA,NA,9.8,15.8,5.40,30.00,NA,35.40,,,removed.wsg.values,,NA,,
286,BraMan1,NA,NA,NA,9.8,15.5,21.60,43.00,NA,64.60,,,removed.wsg.values,,NA,,
287,BraMan1,NA,NA,NA,9.9,14.8,10.30,26.00,NA,36.30,,,removed.wsg.values,,NA,,
288,BraMan1,NA,NA,NA,10,13.5,23.70,20.70,NA,44.40,,,removed.wsg.values,,NA,,
289,BraMan1,NA,NA,NA,10,9.8,5.40,24.40,NA,29.80,,,removed.wsg.values,,NA,,
290,BraMan1,NA,NA,NA,10,11.8,30.50,25.20,NA,55.70,,,removed.wsg.values,,NA,,
291,BraMan1,NA,NA,NA,10.1,26.7,13.00,56.80,NA,69.80,,,removed.wsg.values,,NA,,
292,BraMan1,NA,NA,NA,10.2,14.0,16.90,28.80,NA,45.70,,,removed.wsg.values,,NA,,
293,BraMan1,NA,NA,NA,10.2,16.0,16.40,28.90,NA,45.30,,,removed.wsg.values,,NA,,
294,BraMan1,NA,NA,NA,10.2,15.2,13.90,47.40,NA,61.30,,,removed.wsg.values,,NA,,
295,BraMan1,NA,NA,NA,10.3,14.7,12.60,29.40,NA,42.00,,,removed.wsg.values,,NA,,
296,BraMan1,NA,NA,NA,10.3,17.0,22.90,32.10,NA,55.00,,,removed.wsg.values,,NA,,
297,BraMan1,NA,NA,NA,10.3,12.3,21.20,32.10,NA,53.30,,,removed.wsg.values,,NA,,
298,BraMan1,NA,NA,NA,10.4,14.7,12.50,30.70,NA,43.10,,,removed.wsg.values,,NA,,
299,BraMan1,NA,NA,NA,10.4,18.2,2.70,52.20,NA,54.90,,,removed.wsg.values,,NA,,
300,BraMan1,NA,NA,NA,10.5,16.3,14.60,36.90,NA,51.50,,,removed.wsg.values,,NA,,
301,BraMan1,NA,NA,NA,10.5,17.1,8.90,38.80,NA,47.70,,,removed.wsg.values,,NA,,
302,BraMan1,NA,NA,NA,10.9,15.0,13.90,50.20,NA,64.00,,,removed.wsg.values,,NA,,
303,BraMan1,NA,NA,NA,11,15.1,32.10,27.00,NA,59.10,,,removed.wsg.values,,NA,,
304,BraMan1,NA,NA,NA,11,10.1,15.30,31.20,NA,46.50,,,removed.wsg.values,,NA,,
305,BraMan1,NA,NA,NA,11,16.3,11.50,60.70,NA,72.20,,,removed.wsg.values,,NA,,
306,BraMan1,NA,NA,NA,11,20.0,7.80,65.10,NA,72.90,,,removed.wsg.values,,NA,,
307,BraMan1,NA,NA,NA,11.1,10.3,24.30,30.00,NA,54.30,,,removed.wsg.values,,NA,,
308,BraMan1,NA,NA,NA,11.2,10.0,9.30,37.50,NA,46.80,,,removed.wsg.values,,NA,,
309,BraMan1,NA,NA,NA,11.2,14.5,16.90,38.00,NA,54.80,,,removed.wsg.values,,NA,,
310,BraMan1,NA,NA,NA,11.3,14.2,27.80,24.60,NA,52.40,,,removed.wsg.values,,NA,,
311,BraMan1,NA,NA,NA,11.5,12.7,14.10,32.40,NA,46.50,,,removed.wsg.values,,NA,,
312,BraMan1,NA,NA,NA,11.5,14.2,23.40,34.50,NA,57.90,,,removed.wsg.values,,NA,,
313,BraMan1,NA,NA,NA,11.5,15.7,40.80,41.40,NA,82.20,,,removed.wsg.values,,NA,,
314,BraMan1,NA,NA,NA,11.5,17.8,16.30,53.40,NA,69.70,,,removed.wsg.values,,NA,,
315,BraMan1,NA,NA,NA,11.5,19.0,3.30,55.60,NA,58.90,,,removed.wsg.values,,NA,,
316,BraMan1,NA,NA,NA,11.6,16.6,37.80,38.40,NA,76.20,,,removed.wsg.values,,NA,,
317,BraMan1,NA,NA,NA,11.6,16.2,22.20,63.60,NA,85.80,,,removed.wsg.values,,NA,,
318,BraMan1,NA,NA,NA,12,17.2,15.80,36.00,NA,51.80,,,removed.wsg.values,,NA,,
319,BraMan1,NA,NA,NA,12,16.5,49.90,69.90,NA,119.80,,,removed.wsg.values,,NA,,
320,BraMan1,NA,NA,NA,12,19.0,19.70,88.30,NA,107.90,,,removed.wsg.values,,NA,,
321,BraMan1,NA,NA,NA,12.2,18.1,22.60,72.00,NA,94.60,,,removed.wsg.values,,NA,,
322,BraMan1,NA,NA,NA,12.3,14.3,51.00,55.80,NA,106.80,,,removed.wsg.values,,NA,,
323,BraMan1,NA,NA,NA,12.3,15.8,30.90,61.10,NA,92.00,,,removed.wsg.values,,NA,,
324,BraMan1,NA,NA,NA,12.3,16.6,27.00,72.70,NA,99.70,,,removed.wsg.values,,NA,,
325,BraMan1,NA,NA,NA,12.5,18.0,68.30,55.00,NA,123.30,,,removed.wsg.values,,NA,,
326,BraMan1,NA,NA,NA,12.5,15.1,21.40,63.60,NA,85.00,,,removed.wsg.values,,NA,,
327,BraMan1,NA,NA,NA,12.7,16.0,23.90,46.30,NA,70.20,,,removed.wsg.values,,NA,,
328,BraMan1,NA,NA,NA,12.8,18.1,6.00,51.20,NA,57.20,,,removed.wsg.values,,NA,,
329,BraMan1,NA,NA,NA,12.8,17.2,27.40,60.10,NA,87.50,,,removed.wsg.values,,NA,,
330,BraMan1,NA,NA,NA,12.8,13.5,28.20,68.40,NA,96.60,,,removed.wsg.values,,NA,,
331,BraMan1,NA,NA,NA,12.8,17.0,23.60,74.40,NA,98.00,,,removed.wsg.values,,NA,,
332,BraMan1,NA,NA,NA,12.8,24.6,1.80,105.10,NA,106.90,,,removed.wsg.values,,NA,,
333,BraMan1,NA,NA,NA,13,17.1,4.30,76.50,NA,80.80,,,removed.wsg.values,,NA,,
334,BraMan1,NA,NA,NA,13.2,21.2,28.20,78.70,NA,106.90,,,removed.wsg.values,,NA,,
335,BraMan1,NA,NA,NA,13.3,15.3,25.70,58.20,NA,83.90,,,removed.wsg.values,,NA,,
336,BraMan1,NA,NA,NA,13.5,13.4,58.00,47.70,NA,105.70,,,removed.wsg.values,,NA,,
337,BraMan1,NA,NA,NA,13.5,17.0,42.70,60.40,NA,103.10,,,removed.wsg.values,,NA,,
338,BraMan1,NA,NA,NA,13.5,17.3,4.80,72.80,NA,77.60,,,removed.wsg.values,,NA,,
339,BraMan1,NA,NA,NA,13.6,20.2,30.70,115.80,NA,146.50,,,removed.wsg.values,,NA,,
340,BraMan1,NA,NA,NA,13.8,16.0,48.80,66.70,NA,115.40,,,removed.wsg.values,,NA,,
341,BraMan1,NA,NA,NA,13.8,23.3,18.60,93.90,NA,112.50,,,removed.wsg.values,,NA,,
342,BraMan1,NA,NA,NA,14,14.6,1.50,61.30,NA,62.80,,,removed.wsg.values,,NA,,
343,BraMan1,NA,NA,NA,14,19.1,8.80,120.10,NA,128.90,,,removed.wsg.values,,NA,,
344,BraMan1,NA,NA,NA,14,20.0,72.40,128.70,NA,201.10,,,removed.wsg.values,,NA,,
345,BraMan1,NA,NA,NA,14.4,15.0,31.50,87.70,NA,119.20,,,removed.wsg.values,,NA,,
346,BraMan1,NA,NA,NA,14.4,17.1,12.70,96.00,NA,108.70,,,removed.wsg.values,,NA,,
347,BraMan1,NA,NA,NA,14.6,18.8,39.30,101.10,NA,140.40,,,removed.wsg.values,,NA,,
348,BraMan1,NA,NA,NA,14.8,18.1,13.20,53.50,NA,66.70,,,removed.wsg.values,,NA,,
349,BraMan1,NA,NA,NA,14.9,21.2,32.30,132.10,NA,164.50,,,removed.wsg.values,,NA,,
350,BraMan1,NA,NA,NA,15,18.6,31.20,133.80,NA,165.00,,,removed.wsg.values,,NA,,
351,BraMan1,NA,NA,NA,15.2,20.5,81.60,100.40,NA,182.00,,,removed.wsg.values,,NA,,
352,BraMan1,NA,NA,NA,15.5,13.0,27.60,87.00,NA,114.60,,,removed.wsg.values,,NA,,
353,BraMan1,NA,NA,NA,15.5,21.8,58.50,146.10,NA,204.60,,,removed.wsg.values,,NA,,
354,BraMan1,NA,NA,NA,15.5,21.8,58.50,146.10,NA,204.60,,,removed.wsg.values,,NA,,
355,BraMan1,NA,NA,NA,15.5,25.7,91.50,267.60,NA,359.10,,,removed.wsg.values,,NA,,
356,BraMan1,NA,NA,NA,15.8,21.6,43.40,99.10,NA,142.40,,,removed.wsg.values,,NA,,
357,BraMan1,NA,NA,NA,16.1,17.2,33.70,145.00,NA,178.60,,,removed.wsg.values,,NA,,
358,BraMan1,NA,NA,NA,16.4,22.6,52.50,154.40,NA,206.90,,,removed.wsg.values,,NA,,
359,BraMan1,NA,NA,NA,16.6,11.2,33.10,64.60,NA,97.70,,,removed.wsg.values,,NA,,
360,BraMan1,NA,NA,NA,16.8,18.9,87.60,101.40,NA,189.00,,,removed.wsg.values,,NA,,
361,BraMan1,NA,NA,NA,16.8,23.6,24.30,211.70,NA,236.00,,,removed.wsg.values,,NA,,
362,BraMan1,NA,NA,NA,17,21.5,88.10,171.40,NA,259.50,,,removed.wsg.values,,NA,,
363,BraMan1,NA,NA,NA,17.2,14.7,44.10,72.00,NA,116.10,,,removed.wsg.values,,NA,,
364,BraMan1,NA,NA,NA,17.5,21.5,156.80,126.00,NA,282.80,,,removed.wsg.values,,NA,,
365,BraMan1,NA,NA,NA,17.8,22.0,112.50,191.00,NA,303.50,,,removed.wsg.values,,NA,,
366,BraMan1,NA,NA,NA,18,21.6,49.60,121.80,NA,171.40,,,removed.wsg.values,,NA,,
367,BraMan1,NA,NA,NA,18.5,24.7,63.20,242.30,NA,305.50,,,removed.wsg.values,,NA,,
368,BraMan1,NA,NA,NA,18.8,19.2,127.40,151.10,NA,278.50,,,removed.wsg.values,,NA,,
369,BraMan1,NA,NA,NA,19,19.0,155.50,102.30,NA,257.80,,,removed.wsg.values,,NA,,
370,BraMan1,NA,NA,NA,19,24.3,86.90,211.90,NA,298.80,,,removed.wsg.values,,NA,,
371,BraMan1,NA,NA,NA,19,24.3,86.90,211.90,NA,298.90,,,removed.wsg.values,,NA,,
372,BraMan1,NA,NA,NA,19,21.0,64.40,213.20,NA,277.70,,,removed.wsg.values,,NA,,
373,BraMan1,NA,NA,NA,19.5,21.2,137.60,176.10,NA,313.70,,,removed.wsg.values,,NA,,
374,BraMan1,NA,NA,NA,19.5,28.4,111.60,296.40,NA,408.00,,,removed.wsg.values,,NA,,
375,BraMan1,NA,NA,NA,19.8,22.4,134.60,159.10,NA,293.60,,,removed.wsg.values,,NA,,
376,BraMan1,NA,NA,NA,19.8,19.1,128.80,182.30,NA,311.20,,,removed.wsg.values,,NA,,
377,BraMan1,NA,NA,NA,19.8,21.1,90.40,297.40,NA,387.80,,,removed.wsg.values,,NA,,
378,BraMan1,NA,NA,NA,20,19.8,275.70,147.30,NA,423.00,,,removed.wsg.values,,NA,,
379,BraMan1,NA,NA,NA,20,23.0,46.20,229.40,NA,275.60,,,removed.wsg.values,,NA,,
380,BraMan1,NA,NA,NA,20,23.0,46.30,229.40,NA,275.60,,,removed.wsg.values,,NA,,
381,BraMan1,NA,NA,NA,20,22.2,123.60,253.20,NA,376.80,,,removed.wsg.values,,NA,,
382,BraMan1,NA,NA,NA,21,15.0,66.10,64.70,NA,130.80,,,removed.wsg.values,,NA,,
383,BraMan1,NA,NA,NA,21,23.2,203.90,305.40,NA,509.30,,,removed.wsg.values,,NA,,
384,BraMan1,NA,NA,NA,21,21.8,91.60,334.80,NA,426.40,,,removed.wsg.values,,NA,,
385,BraMan1,NA,NA,NA,21.5,20.5,82.50,230.20,NA,312.70,,,removed.wsg.values,,NA,,
386,BraMan1,NA,NA,NA,21.5,20.6,147.30,306.60,NA,453.90,,,removed.wsg.values,,NA,,
387,BraMan1,NA,NA,NA,22,21.0,41.20,260.20,NA,301.30,,,removed.wsg.values,,NA,,
388,BraMan1,NA,NA,NA,22,24.6,75.70,309.90,NA,385.60,,,removed.wsg.values,,NA,,
389,BraMan1,NA,NA,NA,23,20.4,135.90,280.80,NA,416.70,,,removed.wsg.values,,NA,,
390,BraMan1,NA,NA,NA,23.2,26.3,125.60,312.10,NA,437.70,,,removed.wsg.values,,NA,,
391,BraMan1,NA,NA,NA,23.5,24.4,127.40,340.30,NA,467.70,,,removed.wsg.values,,NA,,
392,BraMan1,NA,NA,NA,24,23.8,176.10,279.30,NA,455.40,,,removed.wsg.values,,NA,,
393,BraMan1,NA,NA,NA,24,25.0,46.20,435.60,NA,481.80,,,removed.wsg.values,,NA,,
394,BraMan1,NA,NA,NA,24.5,28.4,90.80,297.70,NA,388.50,,,removed.wsg.values,,NA,,
395,BraMan1,NA,NA,NA,24.5,31.0,88.80,376.70,NA,465.50,,,removed.wsg.values,,NA,,
396,BraMan1,NA,NA,NA,24.5,25.6,106.50,422.10,NA,528.60,,,removed.wsg.values,,NA,,
397,BraMan1,NA,NA,NA,25,27.9,122.30,419.10,NA,541.40,,,removed.wsg.values,,NA,,
398,BraMan1,NA,NA,NA,25,23.5,201.90,461.80,NA,663.70,,,removed.wsg.values,,NA,,
399,BraMan1,NA,NA,NA,25.5,22.0,164.80,254.60,NA,419.30,,,removed.wsg.values,,NA,,
400,BraMan1,NA,NA,NA,25.5,27.5,438.50,403.30,NA,841.70,,,removed.wsg.values,,NA,,
401,BraMan1,NA,NA,NA,26,26.8,364.00,645.80,NA,1009.70,,,removed.wsg.values,,NA,,
402,BraMan1,NA,NA,NA,27,24.1,324.90,553.50,NA,878.40,,,removed.wsg.values,,NA,,
403,BraMan1,NA,NA,NA,28,22.0,227.80,458.70,NA,686.50,,,removed.wsg.values,,NA,,
404,BraMan1,NA,NA,NA,28,25.4,160.80,537.60,NA,698.40,,,removed.wsg.values,,NA,,
405,BraMan1,NA,NA,NA,29.5,23.5,543.70,517.30,NA,1060.90,,,removed.wsg.values,,NA,,
406,BraMan1,NA,NA,NA,30,30.3,457.00,569.60,NA,1026.50,,,removed.wsg.values,,NA,,
407,BraMan1,NA,NA,NA,30,27.3,79.30,792.40,NA,871.60,,,removed.wsg.values,,NA,,
408,BraMan1,NA,NA,NA,30.5,26.4,485.50,594.10,NA,1079.60,,,removed.wsg.values,,NA,,
409,BraMan1,NA,NA,NA,30.5,28.3,311.70,727.20,NA,1038.90,,,removed.wsg.values,,NA,,
410,BraMan1,NA,NA,NA,31,31.7,103.00,788.90,NA,891.90,,,removed.wsg.values,,NA,,
411,BraMan1,NA,NA,NA,32,26.0,212.10,413.80,NA,625.90,,,removed.wsg.values,,NA,,
412,BraMan1,NA,NA,NA,32.5,30.0,109.20,727.70,NA,836.90,,,removed.wsg.values,,NA,,
413,BraMan1,NA,NA,NA,33.5,32.2,561.40,1044.70,NA,1606.10,,,removed.wsg.values,,NA,,
414,BraMan1,NA,NA,NA,34,30.2,565.60,814.00,NA,1379.60,,,removed.wsg.values,,NA,,
415,BraMan1,NA,NA,NA,34.2,29.2,676.60,865.20,NA,1541.80,,,removed.wsg.values,,NA,,
416,BraMan1,NA,NA,NA,34.5,30.2,527.60,692.70,NA,1220.30,,,removed.wsg.values,,NA,,
417,BraMan1,NA,NA,NA,34.5,29.4,1066.00,755.80,NA,1821.80,,,removed.wsg.values,,NA,,
418,BraMan1,NA,NA,NA,38,25.9,611.40,600.60,NA,1212.00,,,removed.wsg.values,,NA,,
419,BraMan1,NA,NA,NA,38,32.0,358.10,1044.80,NA,1402.90,,,removed.wsg.values,,NA,,
420,BraMan1,NA,NA,NA,38.5,27.4,386.90,604.00,NA,990.90,,,removed.wsg.values,,NA,,
421,BraMan1,NA,NA,NA,38.5,29.2,458.70,1202.10,NA,1660.80,,,removed.wsg.values,,NA,,
422,BraMan1,NA,NA,NA,39,25.0,64.70,821.20,NA,885.80,,,removed.wsg.values,,NA,,
423,BraMan1,NA,NA,NA,39,28.2,845.10,850.50,NA,1695.60,,,removed.wsg.values,,NA,,
424,BraMan1,NA,NA,NA,40,29.3,758.30,1274.30,NA,2032.70,,,removed.wsg.values,,NA,,
425,BraMan1,NA,NA,NA,41,31.0,979.40,1255.00,NA,2234.40,,,removed.wsg.values,,NA,,
426,BraMan1,NA,NA,NA,41.5,26.0,968.20,757.80,NA,1726.00,,,removed.wsg.values,,NA,,
427,BraMan1,NA,NA,NA,42,30.0,375.80,1080.60,NA,1456.40,,,removed.wsg.values,,NA,,
428,BraMan1,NA,NA,NA,42,38.0,114.90,1239.60,NA,1354.50,,,removed.wsg.values,,NA,,
429,BraMan1,NA,NA,NA,42,27.3,952.50,1377.00,NA,2329.50,,,removed.wsg.values,,NA,,
430,BraMan1,NA,NA,NA,45,23.3,1250.40,891.00,NA,2141.40,,,removed.wsg.values,,NA,,
431,BraMan1,NA,NA,NA,46,32.1,673.10,1447.60,NA,2120.80,,,removed.wsg.values,,NA,,
432,BraMan1,NA,NA,NA,46,35.1,900.00,1591.80,NA,2491.80,,,removed.wsg.values,,NA,,
433,BraMan1,NA,NA,NA,51,36.0,1055.50,1427.70,NA,2483.20,,,removed.wsg.values,,NA,,
434,BraMan1,NA,NA,NA,51,35.0,1062.00,1759.20,NA,2821.20,,,removed.wsg.values,,NA,,
435,BraMan1,NA,NA,NA,51.5,31.4,733.20,1386.70,NA,2119.90,,,removed.wsg.values,,NA,,
436,BraMan1,NA,NA,NA,52,26.0,1628.70,1479.60,NA,3108.30,,,removed.wsg.values,,NA,,
437,BraMan1,NA,NA,NA,53.5,31.7,1051.80,1449.60,NA,2501.40,,,removed.wsg.values,,NA,,
438,BraMan1,NA,NA,NA,54,33.4,2195.40,1765.00,NA,3960.40,,,removed.wsg.values,,NA,,
439,BraMan1,NA,NA,NA,56,34.0,1521.40,2266.90,NA,3788.20,,,removed.wsg.values,,NA,,
